Epoch,Training Loss,Test Loss,Test Accuracy
1,,,44.099998474121094
2,,,49.11000061035156
3,,,50.720001220703125
4,,,54.49000168
5,,,54.52000045776367
6,,,55.869998931884766
7,,,56.189998626708984
8,,,57.130001068115234
9,,,56.33000183105469
10,,,56.66999816894531
